mmsi,mean_frequency,std_frequency,mean_bandwidth,mean_power,mean_signal_strength,mean_noise_level,mean_snr,mean_lat,mean_lon,nb_signatures,name,flag,type
289775372,160.34857142857143,1.0526067415616094,31.97142857142857,230.35714285714286,-78.31428571428572,-84.38571428571429,21.5,30.08948571428571,-24.827685714285714,7,NAVIRE-5372,Denmark,General Cargo
289890030,158.85,1.6753029576766105,27.766666666666666,261.21666666666664,-76.68333333333334,-89.64999999999999,22.21666666666667,5.426499999999998,14.887833333333333,6,NAVIRE-0030,Singapore,Container Ship
290000334,158.87,1.6737980762326226,28.583333333333332,312.98333333333335,-72.53333333333333,-88.3,33.21666666666667,20.66208333333333,7.160083333333339,6,NAVIRE-0334,France,Passenger Ship
290782162,159.67999999999998,2.028605432310579,32.68333333333333,288.3833333333333,-58.88333333333333,-91.41666666666667,27.483333333333334,18.66468333333333,-72.01853333333334,6,NAVIRE-2162,Panama,General Cargo
291644254,160.00333333333333,1.9110555547480488,20.7,297.23333333333335,-87.86666666666667,-88.53333333333335,32.53333333333333,-7.1569,-84.98790000000001,3,NAVIRE-4254,Malta,Container Ship
292189198,159.745,1.1536897329871647,30.237499999999997,217.7125,-80.8,-86.6375,24.1125,20.9729875,-28.003949999999996,8,NAVIRE-9198,China,Container Ship
293447967,159.51,1.5279725128417743,34.86666666666667,282.8333333333333,-84.03333333333333,-102.03333333333335,14.333333333333334,2.759866666666665,21.475099999999998,3,NAVIRE-7967,Bahamas,Bulk Carrier
294304036,159.8,1.40885296133652,32.6,112.0,-65.8,-85.2,16.675,26.984949999999998,53.2639,4,NAVIRE-4036,Liberia,Fishing Vessel
295701710,158.65666666666667,2.036082840488893,22.933333333333334,330.23333333333335,-65.10000000000001,-76.3,37.800000000000004,-17.205133333333333,78.28299999999999,3,NAVIRE-1710,Marshall Islands,Fishing Vessel
295965871,159.37,2.0903588208726176,32.475,142.2,-65.925,-98.92500000000001,19.2,-19.15205,-0.2539250000000006,4,NAVIRE-5871,China,Bulk Carrier
296114362,159.82666666666668,1.7986198412486336,24.633333333333336,291.0,-86.26666666666667,-100.36666666666667,27.0,66.95383333333332,-81.71543333333334,3,NAVIRE-4362,Singapore,Container Ship
297489083,159.142,1.929499935216382,22.6,326.3,-70.76,-92.88,38.0,37.7209,34.00396,5,NAVIRE-9083,Malta,Passenger Ship
298360481,158.76857142857142,2.1128056273703026,32.9,140.4,-72.31428571428572,-99.22857142857143,26.285714285714285,-35.77058571428571,67.8391,7,NAVIRE-0481,France,Tanker
299479186,159.456,1.382128792840949,26.72,246.58,-83.06,-92.26,30.74,-8.61706,27.812839999999994,5,NAVIRE-9186,Denmark,Tanker
299685327,157.305,1.1184066046538412,26.150000000000002,261.825,-60.650000000000006,-99.5,28.425,-25.141975,73.29095,4,NAVIRE-5327,China,Passenger Ship
300905246,159.43999999999997,1.0001499887516874,30.033333333333335,274.76666666666665,-92.3,-111.46666666666665,32.06666666666667,-20.767366666666664,24.610899999999997,3,NAVIRE-5246,China,Bulk Carrier
301027718,158.2425,1.0349677933797397,26.875,250.4,-56.0,-96.65,28.4,-5.905024999999999,21.056849999999997,4,NAVIRE-7718,Malta,Fishing Vessel
302489810,159.382,2.257026805334846,27.839999999999996,282.52000000000004,-70.82000000000001,-97.34,26.339999999999996,18.1396,-94.8577,5,NAVIRE-9810,Panama,Bulk Carrier
303568824,159.5533333333333,2.1623675296612532,28.066666666666666,289.26666666666665,-54.23333333333333,-107.7,34.733333333333334,25.995433333333335,17.825933333333335,3,NAVIRE-8824,USA,Container Ship
303641269,157.37,,44.6,396.5,-74.9,-77.3,45.2,-49.1937,16.452,1,NAVIRE-1269,Marshall Islands,Passenger Ship
303830441,159.77,2.647394945979926,33.06666666666667,256.5,-76.0,-100.8,26.53333333333333,30.975799999999996,-33.58456666666667,3,NAVIRE-0441,Bahamas,Bulk Carrier
305441760,157.748,1.063517747853783,29.240000000000002,139.2,-95.56,-92.7,25.860000000000003,-0.10671999999999997,20.656299999999998,5,NAVIRE-1760,China,Fishing Vessel
305790946,158.51000000000002,1.3449535307957694,27.2,223.45999999999998,-60.67999999999999,-99.82000000000001,18.720000000000002,-2.0646199999999992,4.258440000000002,5,NAVIRE-0946,USA,Container Ship
305792048,158.63666666666666,2.555901667383439,32.06666666666667,70.33333333333333,-68.0,-75.2,20.833333333333332,-27.098966666666666,14.505866666666671,3,NAVIRE-2048,China,General Cargo
306585349,159.285,2.7335264159445583,27.725,237.5,-65.825,-97.175,18.375,35.7027,-59.173575,4,NAVIRE-5349,Denmark,Passenger Ship
306994240,159.82142857142858,1.5875917671264286,28.171428571428574,328.3285714285715,-82.77142857142857,-101.2,30.099999999999998,16.47625714285714,17.949300000000004,7,NAVIRE-4240,Singapore,Fishing Vessel
307516995,160.82,1.6404877323527856,32.8,343.7,-66.1,-94.4,28.65,35.109300000000005,-28.21785,2,NAVIRE-6995,France,Tanker
307986418,158.185,2.1208748195025557,24.116666666666664,269.59999999999997,-76.23333333333333,-91.33333333333333,20.849999999999998,-26.94435,7.5702500000000015,6,NAVIRE-6418,China,Passenger Ship
308695892,159.01,1.8447628573884405,36.46,217.14000000000001,-78.28,-90.97999999999999,22.419999999999998,19.016560000000002,-72.78428,5,NAVIRE-5892,China,Container Ship
309163379,158.78428571428572,1.6802168227430014,27.75714285714286,215.9,-78.12857142857142,-97.05714285714285,28.02857142857143,-10.137528571428572,-15.706642857142855,7,NAVIRE-3379,Denmark,Tanker
310055463,159.2375,2.4299159793430474,31.6,300.85,-83.0,-79.8,9.875,-17.812649999999998,-29.161125,4,NAVIRE-5463,Panama,Bulk Carrier
310273206,158.15,1.5994217705158238,29.479999999999997,237.95999999999998,-77.1,-97.66,22.439999999999998,28.095100000000002,-32.300979999999996,5,NAVIRE-3206,Marshall Islands,Passenger Ship
311470002,157.42999999999998,1.2228245990329025,35.23333333333333,306.5,-62.23333333333333,-88.56666666666666,44.166666666666664,-4.456733333333328,19.615066666666664,3,NAVIRE-0002,Panama,General Cargo
312462705,158.9,1.928004149373124,34.675,297.0125,-89.9375,-97.7125,33.2625,4.9495375,-9.447925000000005,8,NAVIRE-2705,Denmark,Passenger Ship
312878650,159.38875,2.1462953963915212,33.1875,274.225,-60.125,-89.2125,28.3125,-0.24512499999999982,41.2744375,8,NAVIRE-8650,USA,Container Ship
313328800,159.81888888888886,1.8099892571811316,33.37777777777777,282.8666666666667,-68.53333333333333,-89.27777777777777,24.87777777777778,-14.692688888888888,-60.2322,9,NAVIRE-8800,Panama,Tanker
313389958,157.846,1.8090135433434413,31.8,192.78,-90.2,-73.0,14.959999999999999,32.13696,11.72934,5,NAVIRE-9958,France,Container Ship
314355800,160.66,,34.8,232.4,-58.1,-82.4,4.1,10.3986,6.2602,1,NAVIRE-5800,Bahamas,Tanker
314390060,158.69400000000002,1.6765828342196516,28.579999999999995,228.42,-64.22,-82.02000000000001,17.259999999999998,20.11764,37.23542,5,NAVIRE-0060,Singapore,Passenger Ship
315074468,157.96,0.6843244844370141,27.833333333333332,447.6333333333334,-66.26666666666667,-82.03333333333335,35.06666666666667,-6.017266666666665,-36.009866666666674,3,NAVIRE-4468,USA,Passenger Ship
315113308,157.305,1.0421292306299401,21.175,161.2,-70.85,-86.475,22.825,-18.649500000000003,-27.626125000000005,4,NAVIRE-3308,Liberia,Bulk Carrier
315605444,159.56666666666666,1.0061543950441583,27.53333333333333,168.55,-51.86666666666667,-81.33333333333333,24.933333333333334,11.021983333333333,-36.56885,6,NAVIRE-5444,Marshall Islands,Tanker
315782943,160.04250000000002,1.227283585810556,21.175,189.475,-64.375,-108.225,22.8,19.022150000000003,-12.259099999999997,4,NAVIRE-2943,Panama,Tanker
316234277,158.14666666666668,1.6663453023508237,27.933333333333334,282.48333333333335,-68.95,-96.64999999999999,17.183333333333334,28.26985,40.545633333333335,6,NAVIRE-4277,Singapore,Tanker
316474826,158.34666666666666,1.6500404035457257,21.566666666666663,240.9,-60.13333333333333,-98.43333333333334,28.833333333333332,-20.669233333333334,-28.327133333333336,3,NAVIRE-4826,Marshall Islands,Passenger Ship
318125935,159.066,1.262618091286691,34.589999999999996,276.40999999999997,-66.89,-100.97999999999999,28.55,22.1065,60.858019999999996,10,NAVIRE-5935,Malta,Tanker
318975900,158.99200000000002,1.703282125779519,27.2,264.54,-52.1,-93.53999999999999,16.96,19.76184,10.8042,5,NAVIRE-5900,USA,Container Ship
319469731,159.8477777777778,1.7151222826505512,33.03333333333333,257.9,-65.12222222222222,-91.03333333333333,23.822222222222223,-4.291911111111111,35.607533333333336,9,NAVIRE-9731,Panama,Fishing Vessel
320624243,159.99,1.974453510890208,36.275,313.65,-39.375,-89.925,36.75,-16.45075,11.7058,4,NAVIRE-4243,Marshall Islands,Passenger Ship
320892082,158.57571428571427,2.201104700999455,28.7,265.1714285714285,-50.971428571428575,-88.74285714285715,30.685714285714287,-14.536685714285714,15.525142857142862,7,NAVIRE-2082,Liberia,Container Ship
321571144,158.675,2.1486197119701465,35.675,241.575,-72.275,-91.95,28.15,40.3579,-46.417875,4,NAVIRE-1144,Bahamas,Tanker
321784058,159.9775,1.8554671469291282,33.55,310.4,-51.4,-96.425,29.974999999999998,5.327225000000002,36.376475,4,NAVIRE-4058,China,Fishing Vessel
324742591,159.515,1.3449287465636695,26.724999999999998,232.4,-58.45,-86.075,27.325000000000003,-18.030175,18.578975000000003,4,NAVIRE-2591,Bahamas,Fishing Vessel
324958822,159.9,1.6028456836870715,38.625,322.1375,-57.875,-89.575,26.6375,6.0911625,33.5107875,8,NAVIRE-8822,Denmark,Container Ship
327690307,159.31571428571428,2.510078731453502,25.82857142857143,209.57142857142858,-98.52857142857144,-92.85714285714286,22.41428571428571,-3.221628571428571,20.791342857142862,7,NAVIRE-0307,Singapore,Container Ship
328293597,159.1585714285714,1.6572007379054237,34.214285714285715,296.31428571428575,-67.88571428571429,-88.64285714285714,26.057142857142857,-33.584042857142855,-86.57985714285714,7,NAVIRE-3597,France,Bulk Carrier
329004558,158.98000000000002,4.087077195258235,25.4,174.0,-80.1,-105.65,8.5,82.2744,53.93424999999999,2,NAVIRE-4558,Marshall Islands,Tanker
330948908,159.62,1.2236479418992565,30.7875,245.71249999999998,-64.5375,-97.375,23.9375,42.7578875,24.9975375,8,NAVIRE-8908,Bahamas,Container Ship
332649240,157.2125,0.9593878256471677,32.475,100.6,-74.85,-89.45,27.35,30.0616,-41.3594,4,NAVIRE-9240,Singapore,Bulk Carrier
332786654,158.50833333333333,1.5645244218824708,30.849999999999998,254.16666666666666,-86.78333333333335,-74.98333333333333,19.5,2.7915666666666676,57.94046666666667,6,NAVIRE-6654,Liberia,Fishing Vessel
333279592,158.8841666666667,1.8912980551286278,25.40833333333333,194.70000000000002,-55.708333333333336,-97.08333333333333,26.075,-3.271808333333333,-32.05005833333333,12,NAVIRE-9592,Bahamas,General Cargo
333886054,159.60285714285715,2.1846717090195615,34.385714285714286,268.54285714285714,-90.32857142857142,-81.47142857142856,27.271428571428572,-2.967042857142857,89.24405714285714,7,NAVIRE-6054,Bahamas,Fishing Vessel
334709857,160.28666666666666,1.2308669031757056,30.166666666666668,195.63333333333333,-64.2,-93.09999999999998,26.0,-9.4364,68.28920000000001,3,NAVIRE-9857,USA,General Cargo
335267736,159.62333333333333,1.6499191899403214,27.633333333333336,143.1,-82.60000000000001,-87.06666666666666,33.56666666666667,-19.177966666666666,-1.1127333333333336,3,NAVIRE-7736,Panama,Passenger Ship
335821955,159.3542857142857,1.8091789771685305,26.6,271.4428571428571,-66.72857142857143,-104.15714285714286,24.071428571428573,37.842357142857146,14.788271428571425,7,NAVIRE-1955,Malta,General Cargo
336052886,158.26375000000002,1.5218316814505692,28.375,241.81875,-72.2125,-93.4,26.03125,6.99986875,-27.97050625,16,NAVIRE-2886,Malta,Fishing Vessel
336627928,158.33333333333334,2.621475411544681,25.933333333333334,339.6333333333334,-102.06666666666666,-72.03333333333333,28.53333333333333,-25.94196666666667,-34.823766666666664,3,NAVIRE-7928,Malta,General Cargo
337866372,159.54000000000002,1.3413985239294148,24.240000000000002,226.45999999999998,-56.08,-79.1,20.939999999999998,-13.224099999999998,83.95444,5,NAVIRE-6372,Bahamas,Passenger Ship
338445994,157.39,1.6263455967290572,31.349999999999998,389.95,-56.6,-96.5,24.5,-14.733700000000002,16.099800000000002,2,NAVIRE-5994,Singapore,General Cargo
339096327,159.40666666666667,2.222888511224378,34.199999999999996,187.4333333333333,-57.5,-88.16666666666667,27.2,-26.21353333333333,-66.94316666666667,3,NAVIRE-6327,France,Container Ship
339126012,157.876,1.6167034360079742,25.0,168.57999999999998,-65.8,-83.72,25.3,-18.58858,66.88886,5,NAVIRE-6012,Singapore,Bulk Carrier
339171260,158.98666666666665,1.6649524517735277,35.25,203.83333333333334,-56.416666666666664,-101.41666666666667,24.266666666666666,-2.043133333333335,6.63235,6,NAVIRE-1260,Malta,General Cargo
340668048,159.61333333333332,0.8467191584777785,26.599999999999998,290.6,-64.33333333333333,-78.60000000000001,30.400000000000002,27.34566666666667,-53.11803333333334,3,NAVIRE-8048,Denmark,Container Ship
340714037,158.124,2.257671366696226,28.139999999999997,339.26,-73.85999999999999,-102.4,35.8,15.394760000000002,47.4638,5,NAVIRE-4037,USA,Container Ship
341249881,159.72,2.1892236066697253,38.46,213.83999999999997,-83.67999999999999,-84.1,30.24,-11.689280000000002,-4.802879999999999,5,NAVIRE-9881,Denmark,General Cargo
342385591,158.492,2.1080014231494237,28.439999999999998,327.21999999999997,-75.58,-83.24,25.02,-7.606540000000001,82.8099,5,NAVIRE-5591,Malta,Passenger Ship
342429088,159.086,1.7426215882973535,40.339999999999996,213.32,-75.32000000000001,-95.5,20.04,-13.215800000000002,-35.16152000000001,5,NAVIRE-9088,Liberia,Bulk Carrier
342815822,159.07,1.5681996046422175,16.66,220.61999999999998,-72.14000000000001,-95.53999999999999,23.580000000000002,32.6943,-67.76828,5,NAVIRE-5822,France,Bulk Carrier
343126146,161.34,0.7919595949289364,38.650000000000006,218.15,-91.5,-80.1,13.95,60.2585,-70.4432,2,NAVIRE-6146,USA,General Cargo
344513763,159.1925,2.1659425529909893,28.3125,290.9875,-86.4375,-93.425,23.862499999999997,8.83475,-55.602624999999996,8,NAVIRE-3763,Panama,Tanker
345832541,159.308,1.7560381544829837,24.28,324.46,-76.66,-89.5,25.76,-49.85054,45.32794,5,NAVIRE-2541,Marshall Islands,Container Ship
345917757,159.1057142857143,1.3466236438200678,32.17142857142857,291.4142857142857,-61.41428571428571,-81.91428571428571,30.97142857142857,5.288242857142859,-37.00422857142858,7,NAVIRE-7757,Bahamas,Passenger Ship
346077672,158.60666666666665,1.9273989381201506,27.133333333333336,182.08333333333334,-68.43333333333334,-86.18333333333334,16.366666666666667,-53.10378333333333,-38.2922,6,NAVIRE-7672,France,Tanker
347221944,161.44,,44.3,317.7,-108.4,-103.3,19.9,-51.2667,-110.6489,1,NAVIRE-1944,France,Fishing Vessel
347759038,157.92000000000002,1.258928115501442,34.31428571428571,323.65714285714284,-65.81428571428572,-90.32857142857142,31.985714285714284,-6.5216571428571415,8.132085714285713,7,NAVIRE-9038,Liberia,General Cargo
348500992,159.532,1.8664324257791987,32.6,248.14000000000001,-86.2,-88.0,21.86,4.379100000000003,-29.390180000000004,5,NAVIRE-0992,Liberia,Fishing Vessel
350038017,158.392,2.4846166706355484,27.159999999999997,239.51999999999998,-86.96000000000001,-105.32000000000001,33.04,13.795660000000002,0.825619999999995,5,NAVIRE-8017,Panama,General Cargo
350251451,159.3642857142857,1.9063652775448279,31.771428571428572,271.35714285714283,-68.64285714285714,-96.2,18.17142857142857,7.995857142857142,49.83007142857143,7,NAVIRE-1451,Denmark,Tanker
350521742,159.06,1.7569974388142924,24.833333333333332,285.9666666666667,-73.48333333333333,-89.41666666666667,32.43333333333333,17.7336,-50.484316666666665,6,NAVIRE-1742,Marshall Islands,Tanker
350657692,158.92555555555555,1.8444315595266232,23.833333333333332,275.0111111111111,-69.16666666666667,-97.88888888888889,29.444444444444443,51.50944444444444,17.779577777777778,9,NAVIRE-7692,Denmark,Fishing Vessel
352571434,160.24333333333334,1.7639822372499514,29.133333333333336,204.9,-76.13333333333334,-82.93333333333334,12.633333333333335,12.199066666666667,119.02833333333335,3,NAVIRE-1434,Panama,Fishing Vessel
352963430,158.674,1.9599183656468944,30.119999999999997,233.56,-84.4,-96.08,35.52,17.906299999999998,74.43274,5,NAVIRE-3430,Panama,Tanker
353691130,157.76,2.052632456140169,33.266666666666666,140.23333333333332,-85.93333333333334,-71.56666666666666,20.133333333333333,9.265933333333335,90.97396666666667,3,NAVIRE-1130,China,Passenger Ship
353821583,158.39249999999998,2.154170373949114,17.412499999999998,211.6875,-67.6125,-88.4125,24.3625,-7.624174999999998,-27.839975,8,NAVIRE-1583,Bahamas,General Cargo
354615733,159.07999999999998,1.2118305712158506,29.75,153.375,-50.075,-89.925,27.5,11.473600000000001,22.6101,4,NAVIRE-5733,Marshall Islands,Fishing Vessel
354873118,160.85,1.3576450198781824,29.099999999999998,341.15,-84.55000000000001,-82.5,17.3,-5.939200000000001,27.948000000000004,2,NAVIRE-3118,Liberia,Fishing Vessel
355835421,158.862,2.0864898753648493,28.65,229.71999999999997,-61.46,-86.57000000000001,23.44,2.7114800000000003,-38.85557,10,NAVIRE-5421,China,Container Ship
355968100,160.35666666666668,1.5311869034619365,25.266666666666666,283.93333333333334,-59.5,-91.66666666666667,29.766666666666666,12.6383,72.85940000000001,3,NAVIRE-8100,Liberia,Passenger Ship
356152670,158.875,2.156332865902526,23.8625,255.6125,-75.5,-91.75,28.975,-23.687862499999998,-1.9620750000000022,8,NAVIRE-2670,Liberia,General Cargo
356273956,158.9625,1.6464380745516416,37.05,237.25,-86.77499999999999,-94.25,20.0,-10.24465,43.740725000000005,4,NAVIRE-3956,Malta,Container Ship
357067982,159.65,2.262741699796944,34.599999999999994,155.9,-102.30000000000001,-109.35,15.25,3.0282500000000017,78.91225,2,NAVIRE-7982,Malta,General Cargo
358348599,158.93,3.1395541084682694,21.65,237.75,-88.0,-109.65,34.65,42.2841,32.3214,2,NAVIRE-8599,France,Bulk Carrier
359390541,158.6,2.527211902472768,24.96666666666667,168.76666666666665,-93.0,-75.10000000000001,20.366666666666667,-51.1646,88.08906666666667,3,NAVIRE-0541,USA,Container Ship
359830573,158.279,1.505415778669359,25.58,259.5,-70.03,-93.56,29.75,-19.92134,51.9563,10,NAVIRE-0573,Marshall Islands,General Cargo
360247230,157.38833333333332,1.3160762389264076,26.25,268.15000000000003,-71.35000000000001,-107.36666666666667,18.433333333333334,-0.12108333333333358,9.474516666666668,6,NAVIRE-7230,Panama,Tanker
360342720,158.11666666666667,1.8775782273982609,23.855555555555554,207.2111111111111,-85.83333333333333,-94.48888888888888,18.944444444444443,-39.58197777777778,-29.3696,9,NAVIRE-2720,Bahamas,General Cargo
360555312,158.42000000000002,1.6352675622050374,35.8,186.72,-78.42,-105.55999999999999,23.619999999999997,-19.374239999999997,40.595800000000004,5,NAVIRE-5312,Malta,Fishing Vessel
360833773,160.24,2.0422414156999236,31.77777777777778,201.42222222222222,-76.56666666666666,-96.01111111111112,24.58888888888889,-10.112144444444445,23.44767777777778,9,NAVIRE-3773,Denmark,Tanker
361510820,159.24571428571429,1.9034605078020148,35.628571428571426,274.1857142857143,-70.55714285714285,-87.81428571428572,9.528571428571428,-16.912214285714285,-12.64832857142857,7,NAVIRE-0820,Bahamas,Container Ship
361903938,159.92,1.1816372821922299,20.625,169.525,-90.6,-98.125,22.2,-11.617975000000001,-77.167,4,NAVIRE-3938,China,Fishing Vessel
362601507,158.09333333333333,2.0124777431481453,24.916666666666668,188.63333333333333,-51.4,-103.05,32.1,7.722133333333331,-44.481533333333324,6,NAVIRE-1507,Marshall Islands,Container Ship
364856950,156.14,,27.7,481.6,-81.9,-64.3,18.2,-89.2472,-24.3222,1,NAVIRE-6950,France,Bulk Carrier
367500008,159.535,0.8770594810691803,27.175,268.425,-69.575,-85.7,21.725,-2.2802749999999996,35.837225,4,NAVIRE-0008,Marshall Islands,Passenger Ship
368365433,159.33,1.177582268888241,18.066666666666666,132.93333333333334,-75.5,-86.46666666666665,31.26666666666667,-13.2433,146.1069,3,NAVIRE-5433,Denmark,General Cargo
369075346,158.4375,2.0515583507828024,23.700000000000003,279.04999999999995,-80.075,-77.125,17.6,-22.18645,-30.996575,4,NAVIRE-5346,Singapore,Bulk Carrier
369325711,158.565,1.9447585233868245,29.3625,301.4875,-68.9,-83.1125,16.45,-18.3618625,2.642875,8,NAVIRE-5711,China,General Cargo
370219145,160.75857142857143,0.988861779546372,28.414285714285715,278.0,-66.87142857142858,-99.95714285714284,24.814285714285713,18.1439,-31.325057142857144,7,NAVIRE-9145,China,Bulk Carrier
371121059,156.07,,43.4,491.8,-27.5,-67.1,19.8,48.3472,1.7788,1,NAVIRE-1059,Singapore,Bulk Carrier
372051562,158.5175,1.8626929430263046,28.425,138.925,-76.925,-88.9,33.8,11.123875000000002,-60.10275,4,NAVIRE-1562,USA,Bulk Carrier
372177283,158.5675,0.7851273782004976,23.825,331.25,-56.95,-86.19999999999999,20.95,19.410474999999998,-14.939625,4,NAVIRE-7283,Malta,Bulk Carrier
372271550,156.43,,42.5,311.6,-65.0,-78.1,35.3,-89.4902,-153.4889,1,NAVIRE-1550,Marshall Islands,Fishing Vessel
372353705,158.965,0.9671435605258794,23.625,309.125,-104.975,-76.125,27.3,12.092975,3.7449250000000003,4,NAVIRE-3705,Panama,Container Ship
372700428,159.11142857142858,2.000653464674555,31.900000000000002,161.18571428571428,-77.58571428571429,-81.62857142857142,19.771428571428572,28.598128571428568,67.2818,7,NAVIRE-0428,Marshall Islands,Tanker
373306649,159.01142857142855,1.9858283626019182,32.857142857142854,269.92857142857144,-62.48571428571428,-92.45714285714287,31.67142857142857,37.06091428571428,2.6392999999999995,7,NAVIRE-6649,USA,Fishing Vessel
374237721,160.19,1.7665786141578923,25.580000000000002,156.88,-74.24,-99.46,18.580000000000002,-0.5397999999999967,-33.65348,5,NAVIRE-7721,Malta,Tanker
374389765,157.74833333333333,1.14900681750226,31.7,204.58333333333334,-75.10000000000001,-87.06666666666666,26.633333333333336,3.6919833333333316,-36.64268333333333,6,NAVIRE-9765,France,Bulk Carrier
375047621,158.385,1.5337535656030243,21.8,316.925,-76.15,-91.1875,27.5,5.8921125,-49.001675,8,NAVIRE-7621,Bahamas,Tanker
375096037,158.70000000000002,1.9361508205715892,39.31666666666667,207.63333333333335,-62.26666666666667,-84.25,27.483333333333334,-15.852699999999999,10.593516666666668,6,NAVIRE-6037,China,General Cargo
375252389,158.065,2.4118664971345303,35.300000000000004,253.35,-79.65,-95.30000000000001,23.200000000000003,4.839225000000001,-31.318925,4,NAVIRE-2389,France,Passenger Ship
375856282,161.2,,27.6,111.4,-89.7,-119.1,4.5,83.1623,-150.2046,1,NAVIRE-6282,Marshall Islands,Fishing Vessel
377068202,159.19428571428574,1.593673504233305,28.571428571428573,291.6142857142857,-64.72857142857143,-93.97142857142856,32.24285714285714,8.0035,-61.99671428571428,7,NAVIRE-8202,Singapore,Container Ship
377712245,159.00285714285715,1.769422827607118,32.042857142857144,199.85714285714286,-76.88571428571429,-88.37142857142858,23.185714285714287,-28.403942857142855,24.673599999999997,7,NAVIRE-2245,Singapore,Passenger Ship
377899981,159.2425,2.0665329257801144,34.85,280.9,-62.2,-87.475,31.575000000000003,7.390449999999999,-11.423775,4,NAVIRE-9981,USA,General Cargo
377992909,159.155,1.9869700551342002,30.55,190.25,-34.95,-72.25,32.7,12.242550000000001,-67.317,2,NAVIRE-2909,Singapore,Passenger Ship
378249098,161.32,,34.8,320.6,-30.5,-108.1,47.9,23.3498,62.0283,1,NAVIRE-9098,USA,General Cargo
378367378,159.3,2.289159234304159,24.779999999999998,176.38,-63.08,-85.06,30.839999999999996,37.17474,-99.23782,5,NAVIRE-7378,Denmark,Tanker
378984233,159.775,1.0598065861278634,28.183333333333337,239.65,-81.33333333333333,-94.05,35.03333333333333,-18.758750000000003,58.66669999999999,6,NAVIRE-4233,Malta,Bulk Carrier
379393743,157.84333333333333,2.380847188152434,27.0,286.0,-72.56666666666666,-83.10000000000001,32.766666666666666,9.165733333333336,26.46956666666667,3,NAVIRE-3743,China,Passenger Ship
379597254,160.37666666666667,2.1008649012569403,26.666666666666668,231.16666666666666,-72.89999999999999,-67.60000000000001,28.633333333333336,3.2003999999999997,-59.21383333333333,3,NAVIRE-7254,Denmark,Tanker
380494325,158.82000000000002,1.889470825389993,24.733333333333334,212.79999999999998,-45.76666666666667,-111.06666666666666,31.96666666666667,19.0402,-17.5303,3,NAVIRE-4325,Denmark,Bulk Carrier
381712071,158.6675,1.6189785874639357,25.55,228.55,-75.65,-89.25,17.9,-19.67645,-31.039625000000008,4,NAVIRE-2071,Marshall Islands,Bulk Carrier
381954352,159.204,1.2110450032926094,37.06,245.9,-51.92,-113.7,24.72,17.58002,60.18638,5,NAVIRE-4352,Denmark,Tanker
382322288,159.08800000000002,2.5852214605329205,36.18,321.2,-85.94,-102.3,34.78,-1.2992400000000006,-2.1824999999999988,5,NAVIRE-2288,Panama,Passenger Ship
382714823,159.255,2.3109889657893135,31.733333333333334,323.0,-70.55,-72.61666666666667,19.900000000000002,9.731666666666666,23.789266666666666,6,NAVIRE-4823,Panama,Passenger Ship
382967807,157.4,1.5455743269089244,34.519999999999996,327.36,-76.62,-105.32000000000001,26.4,-20.378539999999997,-70.67652,5,NAVIRE-7807,France,Tanker
383307372,156.23,,26.2,401.3,-119.1,-92.1,39.9,68.0401,-133.8916,1,NAVIRE-7372,Bahamas,Bulk Carrier
383308981,159.69142857142856,1.7877027024594905,41.385714285714286,218.37142857142857,-61.24285714285714,-87.62857142857142,25.900000000000002,-21.49958571428571,50.38981428571429,7,NAVIRE-8981,USA,Tanker
384450029,160.018,2.224886513959753,31.74,235.08,-80.1,-98.67999999999999,13.14,30.19636,30.44212,5,NAVIRE-0029,Denmark,General Cargo
384550733,158.1457142857143,2.0342636435399792,31.0,130.22857142857143,-60.957142857142856,-86.67142857142858,16.62857142857143,-29.95042857142857,-50.55085714285714,7,NAVIRE-0733,Denmark,Container Ship
385217219,158.496,1.7872828539433818,38.12,220.92,-68.64,-93.6,25.119999999999997,-12.320020000000003,-5.891399999999999,5,NAVIRE-7219,Marshall Islands,General Cargo
386428572,159.23,1.8856563843924414,35.766666666666666,167.23333333333332,-73.53333333333333,-92.03333333333335,9.333333333333334,15.914766666666665,-28.4991,3,NAVIRE-8572,USA,Passenger Ship
388953506,159.33833333333334,2.1207868036808115,29.883333333333336,294.3666666666667,-54.63333333333333,-100.21666666666665,27.133333333333336,0.9661166666666668,33.40456666666666,6,NAVIRE-3506,USA,Fishing Vessel
389614255,159.41199999999998,2.5567890018536956,29.02,277.94,-73.53999999999999,-83.38,27.060000000000002,4.0695,-60.24996,5,NAVIRE-4255,Denmark,Fishing Vessel
389921162,159.07333333333335,1.9766200106916545,22.75,316.25,-66.78333333333333,-101.36666666666667,31.083333333333332,-37.33646666666667,55.27473333333333,6,NAVIRE-1162,Singapore,Container Ship
390169657,160.04999999999998,1.6852002848326246,29.166666666666668,202.36666666666667,-75.73333333333333,-112.5,16.566666666666666,14.989566666666667,-63.6407,3,NAVIRE-9657,USA,Fishing Vessel
390182507,160.0575,1.304284605955827,32.5,122.60000000000001,-91.225,-85.3,21.700000000000003,-30.995375000000003,1.0168749999999989,4,NAVIRE-2507,China,General Cargo
391151453,158.22833333333332,2.3560086304312806,31.483333333333334,198.20000000000002,-68.2,-88.43333333333334,18.733333333333334,-1.5172166666666673,-51.829416666666674,6,NAVIRE-1453,Liberia,Tanker
